id,book,page,certainty,category,description,rooms,features,notes
crydee_308,Magician,370,canon,architecture,"not put back north for Crydee as you said in Tulan. Unless you mean for us to sail on to Keshian Elarial, there's nothing south save the straits. Do you mean to pass the Straits of Darkness?"" Amos roared, ""Damn you, man. Do you question my orders?"" ""Aye, Captain. Tradition holds there's no valid compact between captain and crew to sail the straits in winter, save by agreement. You lied to us, and we're not obliged to sail with you."" Arutha heard Amos mutter, ""A bloody sea-lawyer."" To the sail...",,bed,Extracted from page 370
crydee_309,Magician,371,unknown,architecture,"spring ice upon the river Crydee. ""Hard aport!"" Amos shouted, leaning heavily into the tiller. When the ship heded, he shouted to Arutha, ""Another day of these gods-cursed winds buffeting this ship, and we'll be lucky if we can turn and run back to Tulan."" They were nine days out of Tulan, the last three spent in the storm. The ship had been relentlessly pounded by waves and wind, and Amos had been in the hold three times, inspecting the repairs to the keelson. Amos judged them due west of th...",,,Extracted from page 371
crydee_310,Magician,372,canon,architecture,"or flurries of snow blown down from the Grey Towers tried to fall, only to be caught by blasts of wind and tossed back upward again, to try to fall once more. Waterspouts suddenly erupted upward to spin madly for minutes, then dissolve into blinding cascades. Ragged bolts of lightning cracked and were followed by booming thunder as all the fury of colliding weather fronts was unleashed. Currents from two seas met and swirled about, creating sudden shifts and eddies that could turn a ship unex...",Tower,,Extracted from page 372
crydee_311,Magician,373,unknown,architecture,"Prince of Crydee! Pull if you wish to ever see dry land again!"" Arutha hauled upon the tiller, forcing the balky ship away from the terrible stone embrace mere yards away. Again they felt the ship shudder as another low grinding sound came from below. Amos whooped. ~'If this barge has a bottom when we're through, I'll be amazed.""",,,Extracted from page 373
crydee_312,Magician,374,canon,architecture,"could do was give himself over to one task, keeping the ship heading past the jagged rocks. Every fiber of his being laughed in terror, in joy at being reduced to this lower level of existence, this primal state of being. Nothing existed save the need to do this one thing, upon which all was wagered. Arutha entered a new state of awareness. Seconds, minutes, hours lost all meaning. He struggled, with Amos, to keep the ship under control, but his senses recorded everything around him in minute...",,,Extracted from page 374
crydee_313,Magician,376,canon,architecture,"or they could be keeping an eye out for Keshian ships straying, It's hard to guess. Queg treats the whole of the Bitter Sea as her territory, I'd as soon avoid finding out what they're up to as not."" The rest of the day passed uneventfully and Arutha enjoyed a sense of respite after the dangers of the last few days. The night brought a clear display of stars, he spent several hours on deck studying the bright array in the heavens. Martin came on deck and found him looking upward. Arutha heard...",,,Extracted from page 376
crydee_314,Magician,377,unknown,architecture,"seven full years have passed since I came to Crydee. Something has tickled my mind since first meeting you."" ""What is that, Amos?"" ""You're a man of mysteries, Martin. There're many things in my own life I'd not wish re-counted now, but with you it's something else."" Martin appeared indifferent to the course of conversation, but his eyes narrowed slightly. ""There's little about me not well known in Crydee."" 'True, but it is that little which troubles me."" ""Put your mind at ease, Amos. I am the...",,,Extracted from page 377
crydee_315,Magician,378,canon,architecture,"great hall. Should you grow a beard like his, the resemblance would shout for the world to see. All in the castle remark how Arutha grows to resemble his mother less and father more each passing year, and I've been nagged since we first met why no one else noticed he resembles you as well. I expect they don't notice because they choose not to. It explains so much: why you were granted special favour by the Duke in placing you with the old Huntmaster, and why you were chosen Huntmaster when a ...",great hall,,Extracted from page 378
crydee_316,Magician,379,canon,architecture,"travels through the hills of Crydee looked down upon him. The constellations shone in the night, the Beasthunter and the Beasthound, the Dragon, the Kraken, and the Five Jewels. He turned his attention to the sea, staring down into the blackness, lost in thoughts he had once imagined buried forever. ""LaND Ho!"" shouted the lookout. ""Where away?"" answered Amos. ""Dead ahead, Captain."" Arutha, Martin, and Amos left the quarterdeck and quickly made their way to the bow. As they stood waiting for l...",tower,,Extracted from page 379
crydee_317,Magician,380,canon,architecture,"over every tower in the city. When a dowdy serving wench came, Amos ordered three mugs of ale, and the Men waited in silence until they were brought. When the servingwoman was gone, Amos said, ""We'll have to pick our way carefully now."" Arutha's expression remained fixed. ""How long before we can sail?' ""Weeks, at least three. We've got to get the hull repaired, and the keelson replaced correctly. How long ~will depend on the shipwrights. Winter's a bad time: the fair-weather traders haul out ...",tower,,Extracted from page 380
crydee_318,Magician,381,canon,architecture,"soldiers to Crydee, both in expenses and bribes.' ""Well then,' said Amos, 'even so it will be a week or two. You don't usually stroll into a ship's brokerage and pay gold for the first ship offered, not if you wish to avoid notice. And most of the ships sold are fairly worthless. It will take time.' ""And,' put in Martin, 'there's the straits.' ""That's true,' agreed Amos, ""though we could take a leisurely turn up the coast to Sarth and wait to time our run through the straits.' 'No,' said Arut...",,"stair, table, chair, Stair, door",Extracted from page 381
